image_id,path,true_label,true_arabic_digit,true_shape_description,predicted_label,predicted_arabic_digit,predicted_shape_description,confidence,correct
2713,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\2713.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.410715,True
2735,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\2735.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.363269,True
2814,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\2814.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.347038,True
2817,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\2817.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.287680,True
2824,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\2824.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.343906,True
2867,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\2867.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.331369,True
2937,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\2937.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.565776,True
3061,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3061.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.486241,True
3251,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3251.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.437551,True
3291,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3291.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.376250,True
3320,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3320.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.752237,True
3325,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3325.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.484296,True
3357,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3357.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,1,١,a simple vertical stroke,0.391357,False
3436,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3436.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.505350,True
3440,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3440.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.457498,True
3461,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3461.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.409257,True
3477,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3477.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.500699,True
3516,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3516.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.469289,True
3542,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3542.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.482031,True
3612,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3612.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.424414,True
3614,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3614.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.468354,True
3658,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3658.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.576393,True
3675,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3675.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.758481,True
3762,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3762.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.732035,True
3776,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3776.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.483952,True
3778,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3778.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.495337,True
3922,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\3922.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.468386,True
4009,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4009.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.620806,True
4045,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4045.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.545069,True
4106,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4106.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.441265,True
4144,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4144.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.652513,True
4186,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4186.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.559329,True
4227,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4227.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.522890,True
4229,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4229.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.272829,True
4230,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4230.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.353518,True
4251,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4251.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.370107,True
4261,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4261.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.576963,True
4318,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4318.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.490452,True
4351,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4351.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.532050,True
4407,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4407.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.602736,True
4495,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4495.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.555526,True
4567,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4567.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.444736,True
4588,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4588.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.299023,True
4682,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4682.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.463455,True
4699,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4699.bmp,9,٩,a small loop at the top with a straight descending tail,5,٥,a small teardrop or circle; resembles a Western 0,0.226344,False
4702,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4702.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.371762,True
4716,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4716.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.390839,True
4799,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4799.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.499439,True
4864,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4864.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.205578,True
4888,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4888.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.439503,True
4928,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4928.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.545276,True
4964,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4964.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.343181,True
4968,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4968.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.559377,True
4984,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\4984.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.425433,True
5024,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5024.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.477924,True
5128,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5128.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.472410,True
5165,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5165.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.569521,True
5194,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5194.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.530260,True
5254,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5254.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.219773,True
5295,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5295.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.418758,True
5346,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5346.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.566055,True
5359,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5359.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.325978,True
5406,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5406.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.743341,True
5418,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5418.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.732518,True
5515,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5515.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.416925,True
5547,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5547.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.490868,True
5659,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5659.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.380724,True
5671,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5671.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.462074,True
5735,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5735.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.472461,True
5749,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5749.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.475696,True
5753,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5753.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.475788,True
5782,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5782.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.626175,True
5801,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5801.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.738275,True
5818,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5818.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.460878,True
5915,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5915.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.536957,True
5924,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5924.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.526351,True
5995,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\5995.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.741824,True
6001,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6001.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.638396,True
6059,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6059.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.409553,True
6074,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6074.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.372551,True
6186,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6186.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.445333,True
6216,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6216.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.429031,True
6228,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6228.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.587667,True
6315,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6315.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.280588,True
6316,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6316.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.574737,True
6347,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6347.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.645415,True
6354,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6354.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.274000,True
6369,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6369.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.558208,True
6439,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6439.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.641920,True
6447,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6447.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.335513,True
6499,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6499.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.292166,True
6521,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6521.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.358250,True
6548,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6548.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.602865,True
6559,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6559.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.416899,True
6602,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6602.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.568294,True
6722,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6722.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.419804,True
6750,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6750.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.546507,True
6776,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6776.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.385853,True
6830,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6830.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.465357,True
6934,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\6934.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.401219,True
