image_id,path,true_label,true_arabic_digit,true_shape_description,predicted_label,predicted_arabic_digit,predicted_shape_description,confidence,correct
7099,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7099.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.518054,True
7136,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7136.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.414873,True
7141,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7141.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.427229,True
7170,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7170.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.356578,True
7187,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7187.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.529115,True
7235,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7235.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.285943,True
7312,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7312.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.472674,True
7315,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7315.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.370027,True
7328,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7328.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.563239,True
7329,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7329.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.584900,True
7470,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7470.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.555726,True
7565,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7565.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.489983,True
7641,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7641.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.303365,True
7662,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7662.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.498487,True
7706,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7706.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.443551,True
7743,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7743.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.384704,True
7761,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7761.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.790805,True
7763,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7763.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.401491,True
7779,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7779.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.636674,True
7790,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7790.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.432337,True
7807,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7807.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.400641,True
7829,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7829.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.410147,True
7831,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7831.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.455726,True
7833,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7833.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.501579,True
7841,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7841.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.387285,True
7889,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7889.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.290276,True
7897,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7897.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.508754,True
7899,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7899.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.527996,True
7990,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\7990.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.538640,True
8004,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8004.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.536832,True
8085,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8085.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.571371,True
8163,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8163.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.624052,True
8171,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8171.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.540633,True
8187,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8187.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.333199,True
8234,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8234.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.578914,True
8237,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8237.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.689972,True
8247,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8247.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.493676,True
8305,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8305.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.600469,True
8310,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8310.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.503060,True
8335,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8335.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.496073,True
8383,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8383.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.493539,True
8385,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8385.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.748212,True
8401,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8401.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.417251,True
8409,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8409.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.380612,True
8437,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8437.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.757031,True
8513,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8513.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.321943,True
8517,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8517.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.573281,True
8568,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8568.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.532228,True
8597,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8597.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.500522,True
8601,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8601.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.372524,True
8661,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8661.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.392628,True
8680,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8680.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.405038,True
8688,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8688.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.604771,True
8775,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8775.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.485274,True
8797,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8797.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.651903,True
8827,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8827.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.356813,True
8834,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8834.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.501953,True
8835,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8835.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.618944,True
8841,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8841.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.436904,True
8873,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8873.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.533310,True
8918,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8918.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.547744,True
8922,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8922.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.625211,True
8969,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8969.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.457455,True
8971,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\8971.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.754969,True
9009,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9009.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.537298,True
9060,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9060.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.431871,True
9096,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9096.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.406060,True
9133,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9133.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.387437,True
9201,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9201.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.311816,True
9210,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9210.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.468760,True
9217,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9217.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.498696,True
9219,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9219.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.530904,True
9239,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9239.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.387595,True
9253,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9253.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.317818,True
9259,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9259.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.463676,True
9273,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9273.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.400625,True
9296,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9296.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.376096,True
9344,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9344.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.502101,True
9409,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9409.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.792453,True
9412,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9412.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.451661,True
9421,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9421.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.477960,True
9441,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9441.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.566728,True
9469,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9469.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.459488,True
9488,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9488.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.428318,True
9504,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9504.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.419965,True
9557,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9557.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.433365,True
9638,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9638.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.468719,True
9642,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9642.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.363376,True
9647,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9647.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.537608,True
9685,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9685.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.519647,True
9789,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9789.bmp,0,٠,"a centered, solid dot",0,٠,"a centered, solid dot",0.748753,True
9806,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9806.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.406399,True
9857,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9857.bmp,9,٩,a small loop at the top with a straight descending tail,9,٩,a small loop at the top with a straight descending tail,0.428406,True
9907,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9907.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.445228,True
9912,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9912.bmp,6,٦,a horizontal line curving down to the left; like a 7,6,٦,a horizontal line curving down to the left; like a 7,0.357922,True
9913,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9913.bmp,1,١,a simple vertical stroke,1,١,a simple vertical stroke,0.565652,True
9922,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9922.bmp,5,٥,a small teardrop or circle; resembles a Western 0,5,٥,a small teardrop or circle; resembles a Western 0,0.563417,True
9953,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9953.bmp,8,٨,an inverted V-shape pointing upward like a mountain peak,8,٨,an inverted V-shape pointing upward like a mountain peak,0.414105,True
9955,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9955.bmp,7,٧,a sharp V-shape pointing downward,7,٧,a sharp V-shape pointing downward,0.486380,True
9967,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9967.bmp,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,3,٣,a horizontal stroke with two small peaks or 'teeth' curving down,0.387458,True
9973,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9973.bmp,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,4,٤,a mirrored cursive 'E' or a zig-zag shape with two loops,0.476692,True
9990,C:\Users\Moheb\ELC4028-Neural-Networks\Assignment 1\Problem 3\Pipeline3\PracticalGroundTruth500_Unlabeled\9990.bmp,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,2,٢,a horizontal hook curving into a vertical line; like a reversed 7,0.418929,True
